ds,y
2024-03-24 10:46:13,25.8
2024-03-24 10:46:28,8.0
2024-03-24 10:46:43,8.0
2024-03-24 10:46:58,7.366666666666666
2024-03-24 10:47:13,7.366666666666666
2024-03-24 10:47:28,13.2
2024-03-24 10:47:43,13.2
2024-03-24 10:47:58,19.333333333333332
2024-03-24 10:48:13,19.333333333333332
2024-03-24 10:48:28,25.53333333333333
2024-03-24 10:48:43,25.53333333333333
2024-03-24 10:48:58,25.86752891763059
2024-03-24 10:49:13,25.86752891763059
2024-03-24 10:49:28,7.966666666666667
2024-03-24 10:49:43,7.966666666666667
2024-03-24 10:49:58,7.366421119296024
2024-03-24 10:50:13,7.366421119296023
2024-03-24 10:50:28,13.167105570185674
2024-03-24 10:50:43,13.167105570185674
2024-03-24 10:50:58,19.266666666666666
2024-03-24 10:51:13,19.266666666666666
2024-03-24 10:51:28,25.599146695110164
2024-03-24 10:51:43,25.599146695110157
2024-03-24 10:51:58,25.766666666666666
2024-03-24 10:52:13,25.766666666666666
2024-03-24 10:52:28,7.96985460851007
2024-03-24 10:52:43,7.96985460851007
2024-03-24 10:52:58,7.4970011995201915
2024-03-24 10:53:13,7.4970011995201915
2024-03-24 10:53:28,13.100436681222709
2024-03-24 10:53:43,13.100436681222709
2024-03-24 10:53:58,19.299356688110397
2024-03-24 10:54:13,19.299356688110393
2024-03-24 10:54:28,25.666666666666668
2024-03-24 10:54:43,25.666666666666668
2024-03-24 10:54:58,25.667522250741694
2024-03-24 10:55:13,25.667522250741694
2024-03-24 10:55:28,8.06612892473835
2024-03-24 10:55:43,8.06612892473835
2024-03-24 10:55:58,7.46691556385213
2024-03-24 10:56:13,7.46691556385213
2024-03-24 10:56:28,13.033333333333333
2024-03-24 10:56:43,13.033333333333333
2024-03-24 10:56:58,19.366666666666667
2024-03-24 10:57:13,19.366666666666667
2024-03-24 10:57:28,25.566666666666666
2024-03-24 10:57:43,25.566666666666666
2024-03-24 10:57:58,25.733333333333334
2024-03-24 10:58:13,25.733333333333334
2024-03-24 10:58:28,8.1
2024-03-24 10:58:43,8.1
2024-03-24 10:58:58,7.3999999999999995
2024-03-24 10:59:13,7.3999999999999995
2024-03-24 10:59:28,13.066666666666666
2024-03-24 10:59:43,13.066666666666666
2024-03-24 10:59:58,19.433333333333334
2024-03-24 11:00:13,19.433333333333334
2024-03-24 11:00:28,25.466666666666665
2024-03-24 11:00:43,25.466666666666665
2024-03-24 11:00:58,25.834194473149108
2024-03-24 11:01:13,25.834194473149108
2024-03-24 11:01:28,7.999733342221926
2024-03-24 11:01:43,7.999733342221925
2024-03-24 11:01:58,7.366666666666666
2024-03-24 11:02:13,7.366666666666666
2024-03-24 11:02:28,13.133333333333333
2024-03-24 11:02:43,13.133333333333333
2024-03-24 11:02:58,19.333333333333332
2024-03-24 11:03:13,19.333333333333332
2024-03-24 11:03:28,25.53333333333333
2024-03-24 11:03:43,25.53333333333333
2024-03-24 11:03:58,25.86752891763059
2024-03-24 11:04:13,25.86752891763059
2024-03-24 11:04:28,7.966666666666667
2024-03-24 11:04:43,7.966666666666667
2024-03-24 11:04:58,7.366421119296024
2024-03-24 11:05:13,7.366421119296023
2024-03-24 11:05:28,13.167105570185674
2024-03-24 11:05:43,13.167105570185674
2024-03-24 11:05:58,19.266666666666666
2024-03-24 11:06:13,19.266666666666666
2024-03-24 11:06:28,25.599146695110164
2024-03-24 11:06:43,25.599146695110157
2024-03-24 11:06:58,25.767525584186142
2024-03-24 11:07:13,25.767525584186142
2024-03-24 11:07:28,7.933333333333334
2024-03-24 11:07:43,7.933333333333334
2024-03-24 11:07:58,7.5
2024-03-24 11:08:13,7.5
2024-03-24 11:08:28,13.1
2024-03-24 11:08:43,13.1
2024-03-24 11:08:58,19.299356688110397
2024-03-24 11:09:13,19.299356688110393
2024-03-24 11:09:28,25.666666666666668
2024-03-24 11:09:43,25.666666666666668
2024-03-24 11:09:58,25.666666666666668
2024-03-24 11:10:13,25.666666666666668
